StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q2_3_TEXT,Q3,Q4,Q5_1,Q5_2,Q5_3
12/09/2023 15:35,12/09/2023 15:36,0,128.250.0.206,100,55,1,12/09/2023 15:36,R_3C0pqvh1KPI2rAd,,,,,-37.8159,144.9669,anonymous,EN,P9,1,,23,1,6,2,4
12/09/2023 17:04,12/09/2023 17:05,0,128.250.0.206,100,88,1,12/09/2023 17:05,R_1dbkTCNhaajnnKg,,,,,-37.8159,144.9669,anonymous,EN,P10,1,,24,1,3,4,1
12/09/2023 18:35,12/09/2023 18:36,0,128.250.0.206,100,44,1,12/09/2023 18:36,R_21GjxcfcIWQGJuw,,,,,-37.8159,144.9669,anonymous,EN,P11,1,,21,1,5,6,3
13/09/2023 8:59,13/09/2023 8:59,0,128.250.0.206,100,40,1,13/09/2023 8:59,R_cBeLX8UMvq7eV0t,,,,,-37.8159,144.9669,anonymous,EN,P12,1,,19,3,6,7,5
13/09/2023 10:37,13/09/2023 10:38,0,128.250.0.206,100,55,1,13/09/2023 10:38,R_26heUl4z8MMcNH6,,,,,-37.8159,144.9669,anonymous,EN,P13,1,,22,1,7,7,2
13/09/2023 12:00,13/09/2023 12:00,0,128.250.0.206,100,51,1,13/09/2023 12:00,R_eWqBmmnkdGrTvkR,,,,,-37.8159,144.9669,anonymous,EN,P14,1,,29,1,6,6,2
13/09/2023 14:01,13/09/2023 14:02,0,128.250.0.206,100,47,1,13/09/2023 14:02,R_1FzdGRgUrRnpuCy,,,,,-37.8159,144.9669,anonymous,EN,P15,1,,25,1,6,5,4
13/09/2023 15:31,13/09/2023 15:32,0,128.250.0.206,100,41,1,13/09/2023 15:32,R_2ixnLLUIFZIxKil,,,,,-37.8159,144.9669,anonymous,EN,P16,1,,20,1,5,1,1
13/09/2023 16:51,13/09/2023 16:51,0,128.250.0.206,100,35,1,13/09/2023 16:51,R_2q93BCeq09vbibZ,,,,,-37.8159,144.9669,anonymous,EN,P17,1,,18,1,5,5,1
13/09/2023 18:05,13/09/2023 18:06,0,128.250.0.206,100,63,1,13/09/2023 18:06,R_OJQPBQAj0tsmPIt,,,,,-37.8159,144.9669,anonymous,EN,P18,2,,26,1,3,6,1
14/09/2023 9:11,14/09/2023 9:13,0,128.250.0.206,100,119,1,14/09/2023 9:13,R_1lbBFjlMTqtnUMj,,,,,-37.8159,144.9669,anonymous,EN,P19,2,,22,1,6,7,5
14/09/2023 10:32,14/09/2023 10:36,0,128.250.0.206,100,255,1,14/09/2023 10:36,R_ZyLEC8lFodaA5cB,,,,,-37.8159,144.9669,anonymous,EN,P20,2,,25,1,6,1,2
14/09/2023 12:03,14/09/2023 12:04,0,128.250.0.206,100,84,1,14/09/2023 12:04,R_2w0Mjl0QcAJpbwX,,,,,-37.8159,144.9669,anonymous,EN,P21,1,,19,1,7,6,1
14/09/2023 13:59,14/09/2023 14:00,0,128.250.0.206,100,42,1,14/09/2023 14:00,R_3MKCSfJoj8bvwVP,,,,,-37.8159,144.9669,anonymous,EN,P22,1,,30,1,5,1,1
14/09/2023 15:35,14/09/2023 15:37,0,128.250.0.206,100,146,1,14/09/2023 15:37,R_1mx5842VeYCytIT,,,,,-37.8159,144.9669,anonymous,EN,P23,1,,19,1,5,5,4
14/09/2023 17:03,14/09/2023 17:04,0,128.250.0.206,100,33,1,14/09/2023 17:04,R_27p5J5x7d18Q2BN,,,,,-37.8159,144.9669,anonymous,EN,P24,1,,18,1,6,1,3
,,,,,,,,,,,,,,,,,,,,,,,,
